episode,phase,total_reward,steps,epsilon,success
52837,multi,-47.0000,144,0.050000,1
52838,multi,95.0000,21,0.050000,1
52839,multi,67.0000,68,0.050000,1
52840,multi,43.0000,73,0.050000,1
52841,multi,117.0000,18,0.050000,1
52842,multi,71.0000,45,0.050000,1
52843,multi,117.0000,18,0.050000,1
52844,multi,117.0000,18,0.050000,1
52845,multi,111.0000,24,0.050000,1
52846,multi,69.0000,28,0.050000,1
52847,multi,-153.0000,231,0.050000,1
52848,multi,41.0000,56,0.050000,1
52849,multi,33.0000,64,0.050000,1
52850,multi,-9.0000,106,0.050000,1
52851,multi,113.0000,22,0.050000,1
52852,multi,117.0000,18,0.050000,1
52853,multi,-402.0000,350,0.050000,0
52854,multi,103.0000,32,0.050000,1
52855,multi,83.0000,33,0.050000,1
52856,multi,75.0000,60,0.050000,1
52857,multi,87.0000,29,0.050000,1
52858,multi,83.0000,52,0.050000,1
52859,multi,105.0000,30,0.050000,1
52860,multi,97.0000,19,0.050000,1
52861,multi,117.0000,18,0.050000,1
52862,multi,45.0000,71,0.050000,1
52863,multi,117.0000,18,0.050000,1
52864,multi,-133.0000,230,0.050000,1
52865,multi,23.0000,93,0.050000,1
52866,multi,9.0000,107,0.050000,1
52867,multi,89.0000,46,0.050000,1
52868,multi,97.0000,19,0.050000,1
52869,multi,7.0000,90,0.050000,1
52870,multi,99.0000,36,0.050000,1
52871,multi,115.0000,20,0.050000,1
52872,multi,87.0000,29,0.050000,1
52873,multi,117.0000,18,0.050000,1
52874,multi,117.0000,18,0.050000,1
52875,multi,-87.0000,146,0.050000,1
52876,multi,117.0000,18,0.050000,1
52877,multi,113.0000,22,0.050000,1
52878,multi,117.0000,18,0.050000,1
52879,multi,111.0000,24,0.050000,1
52880,multi,115.0000,20,0.050000,1
52881,multi,39.0000,58,0.050000,1
52882,multi,79.0000,37,0.050000,1
52883,multi,115.0000,20,0.050000,1
52884,multi,115.0000,20,0.050000,1
52885,multi,-356.0000,350,0.050000,0
52886,multi,115.0000,20,0.050000,1
52887,multi,117.0000,18,0.050000,1
52888,multi,51.0000,84,0.050000,1
52889,multi,7.0000,109,0.050000,1
52890,multi,-105.0000,183,0.050000,1
52891,multi,117.0000,18,0.050000,1
52892,multi,75.0000,41,0.050000,1
52893,multi,117.0000,18,0.050000,1
52894,multi,113.0000,22,0.050000,1
52895,multi,117.0000,18,0.050000,1
52896,multi,97.0000,19,0.050000,1
52897,multi,59.0000,57,0.050000,1
52898,multi,105.0000,30,0.050000,1
52899,multi,-125.0000,241,0.050000,1
52900,multi,105.0000,30,0.050000,1
52901,multi,97.0000,19,0.050000,1
52902,multi,109.0000,26,0.050000,1
52903,multi,-119.0000,140,0.050000,1
52904,multi,79.0000,56,0.050000,1
52905,multi,-37.0000,134,0.050000,1
52906,multi,115.0000,20,0.050000,1
52907,multi,115.0000,20,0.050000,1
52908,multi,-15.0000,131,0.050000,1
52909,multi,-402.0000,350,0.050000,0
52910,multi,87.0000,48,0.050000,1
52911,multi,71.0000,26,0.050000,1
52912,multi,-97.0000,213,0.050000,1
52913,multi,115.0000,20,0.050000,1
52914,multi,-77.0000,174,0.050000,1
52915,multi,109.0000,26,0.050000,1
52916,multi,113.0000,22,0.050000,1
52917,multi,115.0000,20,0.050000,1
52918,multi,-87.0000,203,0.050000,1
52919,multi,-372.0000,350,0.050000,0
52920,multi,111.0000,24,0.050000,1
52921,multi,-359.0000,350,0.050000,0
52922,multi,7.0000,109,0.050000,1
52923,multi,109.0000,26,0.050000,1
52924,multi,63.0000,72,0.050000,1
52925,multi,-165.0000,262,0.050000,1
52926,multi,71.0000,64,0.050000,1
52927,multi,113.0000,22,0.050000,1
52928,multi,113.0000,22,0.050000,1
52929,multi,93.0000,42,0.050000,1
52930,multi,-368.0000,350,0.050000,0
52931,multi,81.0000,54,0.050000,1
52932,multi,-385.0000,350,0.050000,0
52933,multi,-37.0000,115,0.050000,1
52934,multi,107.0000,28,0.050000,1
52935,multi,117.0000,18,0.050000,1
52936,multi,101.0000,34,0.050000,1
52937,multi,109.0000,26,0.050000,1
52938,multi,29.0000,87,0.050000,1
52939,multi,117.0000,18,0.050000,1
52940,multi,117.0000,18,0.050000,1
52941,multi,-17.0000,114,0.050000,1
52942,multi,-423.0000,350,0.050000,0
52943,multi,-37.0000,153,0.050000,1
52944,multi,-91.0000,188,0.050000,1
52945,multi,75.0000,60,0.050000,1
52946,multi,37.0000,60,0.050000,1
52947,multi,117.0000,18,0.050000,1
52948,multi,115.0000,20,0.050000,1
52949,multi,117.0000,18,0.050000,1
52950,multi,115.0000,20,0.050000,1
52951,multi,117.0000,18,0.050000,1
52952,multi,105.0000,30,0.050000,1
52953,multi,113.0000,22,0.050000,1
52954,multi,-69.0000,185,0.050000,1
52955,multi,-457.0000,350,0.050000,0
52956,multi,-5.0000,102,0.050000,1
52957,multi,115.0000,20,0.050000,1
52958,multi,75.0000,60,0.050000,1
52959,multi,97.0000,38,0.050000,1
52960,multi,71.0000,45,0.050000,1
52961,multi,91.0000,44,0.050000,1
52962,multi,115.0000,20,0.050000,1
52963,multi,75.0000,41,0.050000,1
52964,multi,115.0000,20,0.050000,1
52965,multi,-17.0000,76,0.050000,1
52966,multi,101.0000,34,0.050000,1
52967,multi,97.0000,19,0.050000,1
52968,multi,115.0000,20,0.050000,1
52969,multi,-63.0000,179,0.050000,1
52970,multi,-189.0000,267,0.050000,1
52971,multi,117.0000,18,0.050000,1
52972,multi,-83.0000,199,0.050000,1
52973,multi,117.0000,18,0.050000,1
52974,multi,117.0000,18,0.050000,1
52975,multi,35.0000,81,0.050000,1
52976,multi,109.0000,26,0.050000,1
52977,multi,101.0000,34,0.050000,1
52978,multi,77.0000,20,0.050000,1
52979,multi,117.0000,18,0.050000,1
52980,multi,115.0000,20,0.050000,1
52981,multi,75.0000,60,0.050000,1
52982,multi,97.0000,19,0.050000,1
52983,multi,61.0000,55,0.050000,1
52984,multi,115.0000,20,0.050000,1
52985,multi,117.0000,18,0.050000,1
52986,multi,117.0000,18,0.050000,1
52987,multi,95.0000,21,0.050000,1
52988,multi,87.0000,48,0.050000,1
52989,multi,115.0000,20,0.050000,1
52990,multi,-21.0000,80,0.050000,1
52991,multi,81.0000,35,0.050000,1
52992,multi,-89.0000,205,0.050000,1
52993,multi,-5.0000,121,0.050000,1
52994,multi,97.0000,19,0.050000,1
52995,multi,-73.0000,189,0.050000,1
52996,multi,67.0000,49,0.050000,1
52997,multi,71.0000,45,0.050000,1
52998,multi,97.0000,19,0.050000,1
52999,multi,-13.0000,148,0.050000,1
53000,multi,95.0000,21,0.050000,1
53001,multi,113.0000,22,0.050000,1
53002,multi,73.0000,24,0.050000,1
53003,multi,115.0000,20,0.050000,1
53004,multi,95.0000,21,0.050000,1
53005,multi,115.0000,20,0.050000,1
53006,multi,113.0000,22,0.050000,1
53007,multi,115.0000,20,0.050000,1
53008,multi,115.0000,20,0.050000,1
53009,multi,113.0000,22,0.050000,1
53010,multi,115.0000,20,0.050000,1
53011,multi,115.0000,20,0.050000,1
53012,multi,75.0000,22,0.050000,1
53013,multi,113.0000,22,0.050000,1
53014,multi,115.0000,20,0.050000,1
53015,multi,115.0000,20,0.050000,1
53016,multi,113.0000,22,0.050000,1
53017,multi,111.0000,24,0.050000,1
53018,multi,115.0000,20,0.050000,1
53019,multi,95.0000,21,0.050000,1
53020,multi,115.0000,20,0.050000,1
53021,multi,115.0000,20,0.050000,1
53022,multi,115.0000,20,0.050000,1
53023,multi,115.0000,20,0.050000,1
53024,multi,115.0000,20,0.050000,1
53025,multi,117.0000,18,0.050000,1
53026,multi,113.0000,22,0.050000,1
53027,multi,111.0000,24,0.050000,1
53028,multi,115.0000,20,0.050000,1
53029,multi,115.0000,20,0.050000,1
53030,multi,115.0000,20,0.050000,1
53031,multi,113.0000,22,0.050000,1
53032,multi,113.0000,22,0.050000,1
53033,multi,115.0000,20,0.050000,1
53034,multi,115.0000,20,0.050000,1
53035,multi,109.0000,26,0.050000,1
53036,multi,115.0000,20,0.050000,1
53037,multi,115.0000,20,0.050000,1
53038,multi,115.0000,20,0.050000,1
53039,multi,113.0000,22,0.050000,1
53040,multi,113.0000,22,0.050000,1
53041,multi,63.0000,72,0.050000,1
53042,multi,95.0000,21,0.050000,1
53043,multi,113.0000,22,0.050000,1
53044,multi,-402.0000,350,0.050000,0
53045,multi,81.0000,54,0.050000,1
53046,multi,-83.0000,180,0.050000,1
53047,multi,117.0000,18,0.050000,1
53048,multi,-27.0000,105,0.050000,1
53049,multi,117.0000,18,0.050000,1
53050,multi,115.0000,20,0.050000,1
53051,multi,-97.0000,232,0.050000,1
53052,multi,117.0000,18,0.050000,1
53053,multi,51.0000,65,0.050000,1
53054,multi,63.0000,53,0.050000,1
53055,multi,117.0000,18,0.050000,1
53056,multi,117.0000,18,0.050000,1
53057,multi,77.0000,58,0.050000,1
53058,multi,117.0000,18,0.050000,1
53059,multi,111.0000,24,0.050000,1
53060,multi,95.0000,21,0.050000,1
53061,multi,59.0000,57,0.050000,1
53062,multi,91.0000,25,0.050000,1
53063,multi,-179.0000,219,0.050000,1
53064,multi,97.0000,19,0.050000,1
53065,multi,-359.0000,350,0.050000,0
53066,multi,117.0000,18,0.050000,1
53067,multi,45.0000,71,0.050000,1
53068,multi,75.0000,41,0.050000,1
53069,multi,117.0000,18,0.050000,1
53070,multi,37.0000,98,0.050000,1
53071,multi,-398.0000,350,0.050000,0
53072,multi,83.0000,33,0.050000,1
53073,multi,117.0000,18,0.050000,1
53074,multi,-389.0000,350,0.050000,0
53075,multi,59.0000,57,0.050000,1
53076,multi,117.0000,18,0.050000,1
53077,multi,-474.0000,350,0.050000,0
53078,multi,93.0000,23,0.050000,1
53079,multi,113.0000,22,0.050000,1
53080,multi,77.0000,39,0.050000,1
53081,multi,41.0000,75,0.050000,1
53082,multi,117.0000,18,0.050000,1
53083,multi,-89.0000,148,0.050000,1
53084,multi,117.0000,18,0.050000,1
53085,multi,117.0000,18,0.050000,1
53086,multi,117.0000,18,0.050000,1
53087,multi,97.0000,19,0.050000,1
53088,multi,-227.0000,324,0.050000,1
53089,multi,-23.0000,101,0.050000,1
53090,multi,61.0000,55,0.050000,1
53091,multi,115.0000,20,0.050000,1
53092,multi,37.0000,79,0.050000,1
53093,multi,117.0000,18,0.050000,1
53094,multi,51.0000,65,0.050000,1
53095,multi,113.0000,22,0.050000,1
53096,multi,95.0000,21,0.050000,1
53097,multi,115.0000,20,0.050000,1
53098,multi,117.0000,18,0.050000,1
53099,multi,-33.0000,111,0.050000,1
53100,multi,117.0000,18,0.050000,1
53101,multi,85.0000,50,0.050000,1
53102,multi,117.0000,18,0.050000,1
53103,multi,115.0000,20,0.050000,1
53104,multi,23.0000,74,0.050000,1
53105,multi,81.0000,35,0.050000,1
53106,multi,115.0000,20,0.050000,1
53107,multi,7.0000,109,0.050000,1
53108,multi,113.0000,22,0.050000,1
53109,multi,115.0000,20,0.050000,1
53110,multi,115.0000,20,0.050000,1
53111,multi,117.0000,18,0.050000,1
53112,multi,117.0000,18,0.050000,1
53113,multi,115.0000,20,0.050000,1
53114,multi,117.0000,18,0.050000,1
53115,multi,117.0000,18,0.050000,1
53116,multi,95.0000,40,0.050000,1
53117,multi,115.0000,20,0.050000,1
53118,multi,95.0000,21,0.050000,1
53119,multi,-397.0000,350,0.050000,0
53120,multi,-59.0000,156,0.050000,1
53121,multi,81.0000,35,0.050000,1
53122,multi,117.0000,18,0.050000,1
53123,multi,25.0000,72,0.050000,1
53124,multi,-368.0000,350,0.050000,0
53125,multi,89.0000,46,0.050000,1
53126,multi,117.0000,18,0.050000,1
53127,multi,-406.0000,350,0.050000,0
53128,multi,91.0000,44,0.050000,1
53129,multi,95.0000,21,0.050000,1
53130,multi,117.0000,18,0.050000,1
53131,multi,-181.0000,240,0.050000,1
53132,multi,-137.0000,234,0.050000,1
53133,multi,91.0000,25,0.050000,1
53134,multi,35.0000,100,0.050000,1
53135,multi,89.0000,46,0.050000,1
53136,multi,-117.0000,233,0.050000,1
53137,multi,117.0000,18,0.050000,1
53138,multi,-389.0000,350,0.050000,0
53139,multi,67.0000,68,0.050000,1
53140,multi,115.0000,20,0.050000,1
53141,multi,55.0000,42,0.050000,1
53142,multi,55.0000,61,0.050000,1
53143,multi,97.0000,19,0.050000,1
53144,multi,115.0000,20,0.050000,1
53145,multi,107.0000,28,0.050000,1
53146,multi,115.0000,20,0.050000,1
53147,multi,117.0000,18,0.050000,1
53148,multi,117.0000,18,0.050000,1
53149,multi,-431.0000,350,0.050000,0
53150,multi,93.0000,23,0.050000,1
53151,multi,7.0000,90,0.050000,1
53152,multi,89.0000,46,0.050000,1
53153,multi,17.0000,80,0.050000,1
53154,multi,117.0000,18,0.050000,1
53155,multi,113.0000,22,0.050000,1
53156,multi,-347.0000,350,0.050000,0
53157,multi,117.0000,18,0.050000,1
53158,multi,117.0000,18,0.050000,1
53159,multi,27.0000,70,0.050000,1
53160,multi,83.0000,33,0.050000,1
53161,multi,117.0000,18,0.050000,1
53162,multi,-169.0000,266,0.050000,1
53163,multi,105.0000,30,0.050000,1
53164,multi,37.0000,79,0.050000,1
53165,multi,69.0000,28,0.050000,1
53166,multi,93.0000,23,0.050000,1
53167,multi,29.0000,106,0.050000,1
53168,multi,83.0000,33,0.050000,1
53169,multi,37.0000,79,0.050000,1
53170,multi,115.0000,20,0.050000,1
53171,multi,113.0000,22,0.050000,1
53172,multi,115.0000,20,0.050000,1
53173,multi,115.0000,20,0.050000,1
53174,multi,113.0000,22,0.050000,1
53175,multi,-171.0000,268,0.050000,1
53176,multi,97.0000,19,0.050000,1
53177,multi,117.0000,18,0.050000,1
53178,multi,117.0000,18,0.050000,1
53179,multi,117.0000,18,0.050000,1
53180,multi,-33.0000,111,0.050000,1
53181,multi,115.0000,20,0.050000,1
53182,multi,117.0000,18,0.050000,1
53183,multi,67.0000,68,0.050000,1
53184,multi,-83.0000,199,0.050000,1
53185,multi,115.0000,20,0.050000,1
53186,multi,49.0000,67,0.050000,1
53187,multi,117.0000,18,0.050000,1
53188,multi,63.0000,53,0.050000,1
53189,multi,117.0000,18,0.050000,1
53190,multi,117.0000,18,0.050000,1
53191,multi,-99.0000,196,0.050000,1
53192,multi,37.0000,60,0.050000,1
53193,multi,-3.0000,119,0.050000,1
53194,multi,103.0000,32,0.050000,1
53195,multi,-5.0000,121,0.050000,1
53196,multi,115.0000,20,0.050000,1
53197,multi,105.0000,30,0.050000,1
53198,multi,117.0000,18,0.050000,1
53199,multi,-221.0000,242,0.050000,1
53200,multi,115.0000,20,0.050000,1
53201,multi,95.0000,21,0.050000,1
53202,multi,115.0000,20,0.050000,1
53203,multi,35.0000,100,0.050000,1
53204,multi,117.0000,18,0.050000,1
53205,multi,-27.0000,162,0.050000,1
53206,multi,87.0000,29,0.050000,1
53207,multi,115.0000,20,0.050000,1
53208,multi,-5.0000,102,0.050000,1
53209,multi,-67.0000,164,0.050000,1
53210,multi,111.0000,24,0.050000,1
53211,multi,95.0000,40,0.050000,1
53212,multi,35.0000,81,0.050000,1
53213,multi,67.0000,68,0.050000,1
53214,multi,113.0000,22,0.050000,1
53215,multi,91.0000,25,0.050000,1
53216,multi,115.0000,20,0.050000,1
53217,multi,115.0000,20,0.050000,1
53218,multi,-87.0000,184,0.050000,1
53219,multi,79.0000,56,0.050000,1
53220,multi,-65.0000,200,0.050000,1
53221,multi,107.0000,28,0.050000,1
53222,multi,97.0000,19,0.050000,1
53223,multi,117.0000,18,0.050000,1
53224,multi,115.0000,20,0.050000,1
53225,multi,117.0000,18,0.050000,1
53226,multi,117.0000,18,0.050000,1
53227,multi,117.0000,18,0.050000,1
53228,multi,117.0000,18,0.050000,1
53229,multi,117.0000,18,0.050000,1
53230,multi,117.0000,18,0.050000,1
53231,multi,-129.0000,245,0.050000,1
53232,multi,115.0000,20,0.050000,1
53233,multi,117.0000,18,0.050000,1
53234,multi,117.0000,18,0.050000,1
53235,multi,-33.0000,130,0.050000,1
53236,multi,39.0000,77,0.050000,1
53237,multi,-127.0000,243,0.050000,1
53238,multi,109.0000,26,0.050000,1
53239,multi,73.0000,62,0.050000,1
53240,multi,-398.0000,350,0.050000,0
53241,multi,75.0000,41,0.050000,1
53242,multi,97.0000,19,0.050000,1
53243,multi,-237.0000,315,0.050000,1
53244,multi,117.0000,18,0.050000,1
53245,multi,73.0000,62,0.050000,1
53246,multi,-11.0000,146,0.050000,1
53247,multi,103.0000,32,0.050000,1
53248,multi,105.0000,30,0.050000,1
53249,multi,81.0000,35,0.050000,1
53250,multi,-431.0000,350,0.050000,0
53251,multi,-389.0000,350,0.050000,0
53252,multi,-105.0000,183,0.050000,1
53253,multi,-159.0000,256,0.050000,1
53254,multi,-221.0000,261,0.050000,1
53255,multi,-125.0000,165,0.050000,1
53256,multi,-83.0000,199,0.050000,1
53257,multi,-175.0000,253,0.050000,1
53258,multi,-13.0000,91,0.050000,1
53259,multi,89.0000,46,0.050000,1
53260,multi,55.0000,80,0.050000,1
53261,multi,35.0000,62,0.050000,1
53262,multi,77.0000,39,0.050000,1
53263,multi,107.0000,28,0.050000,1
53264,multi,61.0000,55,0.050000,1
53265,multi,91.0000,44,0.050000,1
53266,multi,95.0000,40,0.050000,1
53267,multi,65.0000,32,0.050000,1
53268,multi,85.0000,50,0.050000,1
53269,multi,109.0000,26,0.050000,1
53270,multi,63.0000,34,0.050000,1
53271,multi,113.0000,22,0.050000,1
53272,multi,91.0000,25,0.050000,1
53273,multi,109.0000,26,0.050000,1
53274,multi,103.0000,32,0.050000,1
53275,multi,93.0000,23,0.050000,1
53276,multi,113.0000,22,0.050000,1
53277,multi,111.0000,24,0.050000,1
53278,multi,111.0000,24,0.050000,1
53279,multi,113.0000,22,0.050000,1
53280,multi,113.0000,22,0.050000,1
53281,multi,113.0000,22,0.050000,1
53282,multi,113.0000,22,0.050000,1
53283,multi,93.0000,23,0.050000,1
53284,multi,113.0000,22,0.050000,1
53285,multi,113.0000,22,0.050000,1
53286,multi,89.0000,27,0.050000,1
53287,multi,111.0000,24,0.050000,1
53288,multi,113.0000,22,0.050000,1
53289,multi,113.0000,22,0.050000,1
53290,multi,107.0000,28,0.050000,1
53291,multi,-113.0000,191,0.050000,1
53292,multi,29.0000,106,0.050000,1
53293,multi,113.0000,22,0.050000,1
53294,multi,97.0000,19,0.050000,1
53295,multi,27.0000,70,0.050000,1
53296,multi,-457.0000,350,0.050000,0
53297,multi,115.0000,20,0.050000,1
53298,multi,115.0000,20,0.050000,1
53299,multi,35.0000,100,0.050000,1
53300,multi,-49.0000,127,0.050000,1
53301,multi,-35.0000,132,0.050000,1
53302,multi,-398.0000,350,0.050000,0
53303,multi,-402.0000,350,0.050000,0
53304,multi,111.0000,24,0.050000,1
53305,multi,-127.0000,243,0.050000,1
53306,multi,45.0000,52,0.050000,1
53307,multi,117.0000,18,0.050000,1
53308,multi,117.0000,18,0.050000,1
53309,multi,117.0000,18,0.050000,1
53310,multi,115.0000,20,0.050000,1
53311,multi,117.0000,18,0.050000,1
53312,multi,115.0000,20,0.050000,1
53313,multi,117.0000,18,0.050000,1
53314,multi,117.0000,18,0.050000,1
53315,multi,115.0000,20,0.050000,1
53316,multi,-380.0000,350,0.050000,0
53317,multi,57.0000,59,0.050000,1
53318,multi,107.0000,28,0.050000,1
53319,multi,117.0000,18,0.050000,1
53320,multi,-195.0000,254,0.050000,1
53321,multi,11.0000,124,0.050000,1
53322,multi,93.0000,42,0.050000,1
53323,multi,115.0000,20,0.050000,1
53324,multi,57.0000,40,0.050000,1
53325,multi,-418.0000,350,0.050000,0
53326,multi,113.0000,22,0.050000,1
53327,multi,3.0000,94,0.050000,1
53328,multi,23.0000,112,0.050000,1
53329,multi,117.0000,18,0.050000,1
53330,multi,113.0000,22,0.050000,1
53331,multi,117.0000,18,0.050000,1
53332,multi,105.0000,30,0.050000,1
53333,multi,117.0000,18,0.050000,1
53334,multi,115.0000,20,0.050000,1
53335,multi,9.0000,69,0.050000,1
53336,multi,113.0000,22,0.050000,1
53337,multi,117.0000,18,0.050000,1
53338,multi,117.0000,18,0.050000,1
53339,multi,-261.0000,320,0.050000,1
53340,multi,117.0000,18,0.050000,1
53341,multi,-511.0000,350,0.050000,0
53342,multi,1.0000,115,0.050000,1
53343,multi,81.0000,35,0.050000,1
53344,multi,47.0000,69,0.050000,1
53345,multi,-3.0000,81,0.050000,1
53346,multi,115.0000,20,0.050000,1
53347,multi,-363.0000,350,0.050000,0
53348,multi,95.0000,40,0.050000,1
53349,multi,117.0000,18,0.050000,1
53350,multi,91.0000,25,0.050000,1
53351,multi,69.0000,28,0.050000,1
53352,multi,117.0000,18,0.050000,1
53353,multi,-137.0000,196,0.050000,1
53354,multi,115.0000,20,0.050000,1
53355,multi,113.0000,22,0.050000,1
53356,multi,71.0000,64,0.050000,1
53357,multi,113.0000,22,0.050000,1
53358,multi,95.0000,21,0.050000,1
53359,multi,115.0000,20,0.050000,1
53360,multi,27.0000,108,0.050000,1
53361,multi,-13.0000,53,0.050000,1
53362,multi,105.0000,30,0.050000,1
53363,multi,113.0000,22,0.050000,1
53364,multi,57.0000,59,0.050000,1
53365,multi,117.0000,18,0.050000,1
53366,multi,91.0000,25,0.050000,1
53367,multi,117.0000,18,0.050000,1
53368,multi,-410.0000,350,0.050000,0
53369,multi,115.0000,20,0.050000,1
53370,multi,117.0000,18,0.050000,1
53371,multi,117.0000,18,0.050000,1
53372,multi,117.0000,18,0.050000,1
53373,multi,-131.0000,228,0.050000,1
53374,multi,65.0000,51,0.050000,1
53375,multi,-33.0000,149,0.050000,1
53376,multi,115.0000,20,0.050000,1
53377,multi,117.0000,18,0.050000,1
53378,multi,95.0000,21,0.050000,1
53379,multi,117.0000,18,0.050000,1
53380,multi,91.0000,44,0.050000,1
53381,multi,117.0000,18,0.050000,1
53382,multi,117.0000,18,0.050000,1
53383,multi,-41.0000,119,0.050000,1
53384,multi,101.0000,34,0.050000,1
53385,multi,55.0000,42,0.050000,1
53386,multi,115.0000,20,0.050000,1
53387,multi,15.0000,82,0.050000,1
53388,multi,5.0000,111,0.050000,1
53389,multi,-385.0000,350,0.050000,0
53390,multi,117.0000,18,0.050000,1
53391,multi,87.0000,29,0.050000,1
53392,multi,109.0000,26,0.050000,1
53393,multi,27.0000,89,0.050000,1
53394,multi,-377.0000,350,0.050000,0
53395,multi,95.0000,21,0.050000,1
53396,multi,-7.0000,85,0.050000,1
53397,multi,51.0000,84,0.050000,1
53398,multi,115.0000,20,0.050000,1
53399,multi,115.0000,20,0.050000,1
53400,multi,-7.0000,104,0.050000,1
53401,multi,97.0000,38,0.050000,1
53402,multi,117.0000,18,0.050000,1
53403,multi,115.0000,20,0.050000,1
53404,multi,117.0000,18,0.050000,1
53405,multi,117.0000,18,0.050000,1
53406,multi,117.0000,18,0.050000,1
53407,multi,-474.0000,350,0.050000,0
53408,multi,115.0000,20,0.050000,1
53409,multi,11.0000,86,0.050000,1
53410,multi,33.0000,83,0.050000,1
53411,multi,-93.0000,228,0.050000,1
53412,multi,-179.0000,257,0.050000,1
53413,multi,79.0000,37,0.050000,1
53414,multi,91.0000,25,0.050000,1
53415,multi,-13.0000,110,0.050000,1
53416,multi,-457.0000,350,0.050000,0
53417,multi,-27.0000,105,0.050000,1
53418,multi,115.0000,20,0.050000,1
53419,multi,117.0000,18,0.050000,1
53420,multi,117.0000,18,0.050000,1
53421,multi,37.0000,60,0.050000,1
53422,multi,87.0000,29,0.050000,1
53423,multi,37.0000,60,0.050000,1
53424,multi,69.0000,66,0.050000,1
53425,multi,-15.0000,112,0.050000,1
53426,multi,-415.0000,350,0.050000,0
53427,multi,115.0000,20,0.050000,1
53428,multi,59.0000,57,0.050000,1
53429,multi,113.0000,22,0.050000,1
53430,multi,67.0000,49,0.050000,1
53431,multi,9.0000,126,0.050000,1
53432,multi,-7.0000,85,0.050000,1
53433,multi,79.0000,37,0.050000,1
53434,multi,-255.0000,314,0.050000,1
53435,multi,117.0000,18,0.050000,1
53436,multi,105.0000,30,0.050000,1
53437,multi,-63.0000,160,0.050000,1
53438,multi,113.0000,22,0.050000,1
53439,multi,49.0000,86,0.050000,1
53440,multi,99.0000,36,0.050000,1
53441,multi,-360.0000,350,0.050000,0
53442,multi,117.0000,18,0.050000,1
53443,multi,21.0000,114,0.050000,1
53444,multi,113.0000,22,0.050000,1
53445,multi,-429.0000,317,0.050000,1
53446,multi,101.0000,34,0.050000,1
53447,multi,77.0000,58,0.050000,1
53448,multi,97.0000,19,0.050000,1
53449,multi,117.0000,18,0.050000,1
53450,multi,91.0000,44,0.050000,1
53451,multi,33.0000,64,0.050000,1
53452,multi,117.0000,18,0.050000,1
53453,multi,87.0000,29,0.050000,1
53454,multi,23.0000,74,0.050000,1
53455,multi,43.0000,54,0.050000,1
53456,multi,109.0000,26,0.050000,1
53457,multi,113.0000,22,0.050000,1
53458,multi,97.0000,19,0.050000,1
53459,multi,111.0000,24,0.050000,1
53460,multi,91.0000,25,0.050000,1
53461,multi,71.0000,45,0.050000,1
53462,multi,107.0000,28,0.050000,1
53463,multi,97.0000,19,0.050000,1
53464,multi,59.0000,38,0.050000,1
53465,multi,117.0000,18,0.050000,1
53466,multi,75.0000,22,0.050000,1
53467,multi,113.0000,22,0.050000,1
53468,multi,-389.0000,350,0.050000,0
53469,multi,71.0000,64,0.050000,1
53470,multi,117.0000,18,0.050000,1
53471,multi,-436.0000,350,0.050000,0
53472,multi,-53.0000,131,0.050000,1
53473,multi,101.0000,34,0.050000,1
53474,multi,65.0000,70,0.050000,1
53475,multi,115.0000,20,0.050000,1
53476,multi,115.0000,20,0.050000,1
53477,multi,11.0000,105,0.050000,1
53478,multi,-159.0000,294,0.050000,1
53479,multi,55.0000,80,0.050000,1
53480,multi,103.0000,32,0.050000,1
53481,multi,5.0000,92,0.050000,1
53482,multi,117.0000,18,0.050000,1
53483,multi,117.0000,18,0.050000,1
53484,multi,19.0000,78,0.050000,1
53485,multi,109.0000,26,0.050000,1
53486,multi,45.0000,90,0.050000,1
53487,multi,45.0000,52,0.050000,1
53488,multi,117.0000,18,0.050000,1
53489,multi,117.0000,18,0.050000,1
53490,multi,-389.0000,350,0.050000,0
53491,multi,105.0000,30,0.050000,1
53492,multi,-43.0000,140,0.050000,1
53493,multi,115.0000,20,0.050000,1
53494,multi,81.0000,54,0.050000,1
53495,multi,107.0000,28,0.050000,1
53496,multi,115.0000,20,0.050000,1
53497,multi,115.0000,20,0.050000,1
53498,multi,117.0000,18,0.050000,1
53499,multi,57.0000,59,0.050000,1
53500,multi,65.0000,32,0.050000,1
53501,multi,115.0000,20,0.050000,1
53502,multi,115.0000,20,0.050000,1
53503,multi,113.0000,22,0.050000,1
53504,multi,115.0000,20,0.050000,1
53505,multi,115.0000,20,0.050000,1
53506,multi,113.0000,22,0.050000,1
53507,multi,113.0000,22,0.050000,1
53508,multi,115.0000,20,0.050000,1
53509,multi,115.0000,20,0.050000,1
53510,multi,115.0000,20,0.050000,1
53511,multi,115.0000,20,0.050000,1
53512,multi,113.0000,22,0.050000,1
53513,multi,113.0000,22,0.050000,1
53514,multi,115.0000,20,0.050000,1
53515,multi,115.0000,20,0.050000,1
53516,multi,115.0000,20,0.050000,1
53517,multi,113.0000,22,0.050000,1
53518,multi,115.0000,20,0.050000,1
53519,multi,69.0000,47,0.050000,1
53520,multi,115.0000,20,0.050000,1
53521,multi,115.0000,20,0.050000,1
53522,multi,93.0000,23,0.050000,1
53523,multi,115.0000,20,0.050000,1
53524,multi,113.0000,22,0.050000,1
53525,multi,113.0000,22,0.050000,1
53526,multi,89.0000,27,0.050000,1
53527,multi,113.0000,22,0.050000,1
53528,multi,113.0000,22,0.050000,1
