episode,phase,total_reward,steps,epsilon,success
53529,multi,115.0000,20,0.050000,1
53530,multi,115.0000,20,0.050000,1
53531,multi,115.0000,20,0.050000,1
53532,multi,115.0000,20,0.050000,1
53533,multi,115.0000,20,0.050000,1
53534,multi,115.0000,20,0.050000,1
53535,multi,95.0000,21,0.050000,1
53536,multi,95.0000,21,0.050000,1
53537,multi,115.0000,20,0.050000,1
53538,multi,115.0000,20,0.050000,1
53539,multi,95.0000,21,0.050000,1
53540,multi,113.0000,22,0.050000,1
53541,multi,-39.0000,155,0.050000,1
53542,multi,73.0000,62,0.050000,1
53543,multi,91.0000,44,0.050000,1
53544,multi,-372.0000,350,0.050000,0
53545,multi,117.0000,18,0.050000,1
53546,multi,31.0000,104,0.050000,1
53547,multi,53.0000,63,0.050000,1
53548,multi,91.0000,44,0.050000,1
53549,multi,115.0000,20,0.050000,1
53550,multi,111.0000,24,0.050000,1
53551,multi,115.0000,20,0.050000,1
53552,multi,95.0000,21,0.050000,1
53553,multi,71.0000,64,0.050000,1
53554,multi,117.0000,18,0.050000,1
53555,multi,117.0000,18,0.050000,1
53556,multi,-385.0000,350,0.050000,0
53557,multi,87.0000,29,0.050000,1
53558,multi,117.0000,18,0.050000,1
53559,multi,79.0000,56,0.050000,1
53560,multi,97.0000,19,0.050000,1
53561,multi,115.0000,20,0.050000,1
53562,multi,117.0000,18,0.050000,1
53563,multi,117.0000,18,0.050000,1
53564,multi,115.0000,20,0.050000,1
53565,multi,113.0000,22,0.050000,1
53566,multi,-175.0000,234,0.050000,1
53567,multi,-23.0000,101,0.050000,1
53568,multi,-73.0000,151,0.050000,1
53569,multi,67.0000,49,0.050000,1
53570,multi,115.0000,20,0.050000,1
53571,multi,-495.0000,350,0.050000,0
53572,multi,113.0000,22,0.050000,1
53573,multi,109.0000,26,0.050000,1
53574,multi,109.0000,26,0.050000,1
53575,multi,115.0000,20,0.050000,1
53576,multi,83.0000,33,0.050000,1
53577,multi,117.0000,18,0.050000,1
53578,multi,117.0000,18,0.050000,1
53579,multi,115.0000,20,0.050000,1
53580,multi,87.0000,29,0.050000,1
53581,multi,117.0000,18,0.050000,1
53582,multi,109.0000,26,0.050000,1
53583,multi,97.0000,19,0.050000,1
53584,multi,75.0000,60,0.050000,1
53585,multi,117.0000,18,0.050000,1
53586,multi,55.0000,80,0.050000,1
53587,multi,115.0000,20,0.050000,1
53588,multi,97.0000,19,0.050000,1
53589,multi,95.0000,21,0.050000,1
53590,multi,117.0000,18,0.050000,1
53591,multi,117.0000,18,0.050000,1
53592,multi,117.0000,18,0.050000,1
53593,multi,117.0000,18,0.050000,1
53594,multi,-431.0000,350,0.050000,0
53595,multi,-359.0000,350,0.050000,0
53596,multi,75.0000,41,0.050000,1
53597,multi,-93.0000,171,0.050000,1
53598,multi,-73.0000,208,0.050000,1
53599,multi,113.0000,22,0.050000,1
53600,multi,93.0000,23,0.050000,1
53601,multi,97.0000,19,0.050000,1
53602,multi,53.0000,63,0.050000,1
53603,multi,7.0000,90,0.050000,1
53604,multi,111.0000,24,0.050000,1
53605,multi,113.0000,22,0.050000,1
53606,multi,95.0000,21,0.050000,1
53607,multi,-495.0000,350,0.050000,0
53608,multi,117.0000,18,0.050000,1
53609,multi,115.0000,20,0.050000,1
53610,multi,-326.0000,350,0.050000,0
53611,multi,37.0000,79,0.050000,1
53612,multi,109.0000,26,0.050000,1
53613,multi,117.0000,18,0.050000,1
53614,multi,109.0000,26,0.050000,1
53615,multi,117.0000,18,0.050000,1
53616,multi,-255.0000,314,0.050000,1
53617,multi,117.0000,18,0.050000,1
53618,multi,81.0000,54,0.050000,1
53619,multi,91.0000,44,0.050000,1
53620,multi,37.0000,98,0.050000,1
53621,multi,115.0000,20,0.050000,1
53622,multi,111.0000,24,0.050000,1
53623,multi,97.0000,19,0.050000,1
53624,multi,117.0000,18,0.050000,1
53625,multi,63.0000,72,0.050000,1
53626,multi,105.0000,30,0.050000,1
53627,multi,-45.0000,161,0.050000,1
53628,multi,-381.0000,350,0.050000,0
53629,multi,115.0000,20,0.050000,1
53630,multi,-225.0000,265,0.050000,1
53631,multi,65.0000,51,0.050000,1
53632,multi,117.0000,18,0.050000,1
53633,multi,115.0000,20,0.050000,1
53634,multi,117.0000,18,0.050000,1
53635,multi,117.0000,18,0.050000,1
53636,multi,93.0000,23,0.050000,1
53637,multi,117.0000,18,0.050000,1
53638,multi,85.0000,50,0.050000,1
53639,multi,101.0000,34,0.050000,1
53640,multi,115.0000,20,0.050000,1
53641,multi,89.0000,46,0.050000,1
53642,multi,-359.0000,350,0.050000,0
53643,multi,79.0000,56,0.050000,1
53644,multi,101.0000,34,0.050000,1
53645,multi,117.0000,18,0.050000,1
53646,multi,117.0000,18,0.050000,1
53647,multi,-173.0000,251,0.050000,1
53648,multi,51.0000,65,0.050000,1
53649,multi,113.0000,22,0.050000,1
53650,multi,117.0000,18,0.050000,1
53651,multi,91.0000,44,0.050000,1
53652,multi,115.0000,20,0.050000,1
53653,multi,49.0000,67,0.050000,1
53654,multi,-217.0000,257,0.050000,1
53655,multi,115.0000,20,0.050000,1
53656,multi,95.0000,21,0.050000,1
53657,multi,-135.0000,213,0.050000,1
53658,multi,113.0000,22,0.050000,1
53659,multi,117.0000,18,0.050000,1
53660,multi,117.0000,18,0.050000,1
53661,multi,89.0000,27,0.050000,1
53662,multi,-15.0000,131,0.050000,1
53663,multi,115.0000,20,0.050000,1
53664,multi,59.0000,57,0.050000,1
53665,multi,95.0000,21,0.050000,1
53666,multi,97.0000,19,0.050000,1
53667,multi,115.0000,20,0.050000,1
53668,multi,115.0000,20,0.050000,1
53669,multi,111.0000,24,0.050000,1
53670,multi,115.0000,20,0.050000,1
53671,multi,117.0000,18,0.050000,1
53672,multi,81.0000,54,0.050000,1
53673,multi,-43.0000,121,0.050000,1
53674,multi,95.0000,21,0.050000,1
53675,multi,95.0000,21,0.050000,1
53676,multi,77.0000,20,0.050000,1
53677,multi,115.0000,20,0.050000,1
53678,multi,-53.0000,131,0.050000,1
53679,multi,117.0000,18,0.050000,1
53680,multi,33.0000,83,0.050000,1
53681,multi,89.0000,46,0.050000,1
53682,multi,97.0000,19,0.050000,1
53683,multi,69.0000,47,0.050000,1
53684,multi,97.0000,19,0.050000,1
53685,multi,117.0000,18,0.050000,1
53686,multi,113.0000,22,0.050000,1
53687,multi,77.0000,58,0.050000,1
53688,multi,115.0000,20,0.050000,1
53689,multi,115.0000,20,0.050000,1
53690,multi,117.0000,18,0.050000,1
53691,multi,115.0000,20,0.050000,1
53692,multi,113.0000,22,0.050000,1
53693,multi,115.0000,20,0.050000,1
53694,multi,115.0000,20,0.050000,1
53695,multi,101.0000,34,0.050000,1
53696,multi,-127.0000,186,0.050000,1
53697,multi,95.0000,21,0.050000,1
53698,multi,117.0000,18,0.050000,1
53699,multi,113.0000,22,0.050000,1
53700,multi,95.0000,40,0.050000,1
53701,multi,109.0000,26,0.050000,1
53702,multi,-419.0000,350,0.050000,0
53703,multi,1.0000,115,0.050000,1
53704,multi,63.0000,53,0.050000,1
53705,multi,33.0000,64,0.050000,1
53706,multi,107.0000,28,0.050000,1
53707,multi,69.0000,66,0.050000,1
53708,multi,115.0000,20,0.050000,1
53709,multi,101.0000,34,0.050000,1
53710,multi,-117.0000,176,0.050000,1
53711,multi,111.0000,24,0.050000,1
53712,multi,115.0000,20,0.050000,1
53713,multi,115.0000,20,0.050000,1
53714,multi,79.0000,56,0.050000,1
53715,multi,5.0000,92,0.050000,1
53716,multi,95.0000,21,0.050000,1
53717,multi,117.0000,18,0.050000,1
53718,multi,-51.0000,148,0.050000,1
53719,multi,63.0000,53,0.050000,1
53720,multi,95.0000,21,0.050000,1
53721,multi,17.0000,99,0.050000,1
53722,multi,115.0000,20,0.050000,1
53723,multi,103.0000,32,0.050000,1
53724,multi,-19.0000,116,0.050000,1
53725,multi,115.0000,20,0.050000,1
53726,multi,-376.0000,350,0.050000,0
53727,multi,69.0000,47,0.050000,1
53728,multi,-263.0000,322,0.050000,1
53729,multi,109.0000,26,0.050000,1
53730,multi,-398.0000,350,0.050000,0
53731,multi,-55.0000,190,0.050000,1
53732,multi,43.0000,92,0.050000,1
53733,multi,109.0000,26,0.050000,1
53734,multi,107.0000,28,0.050000,1
53735,multi,105.0000,30,0.050000,1
53736,multi,-95.0000,173,0.050000,1
53737,multi,-410.0000,350,0.050000,0
53738,multi,47.0000,69,0.050000,1
53739,multi,51.0000,84,0.050000,1
53740,multi,113.0000,22,0.050000,1
53741,multi,-33.0000,149,0.050000,1
53742,multi,59.0000,38,0.050000,1
53743,multi,65.0000,70,0.050000,1
53744,multi,-343.0000,350,0.050000,0
53745,multi,117.0000,18,0.050000,1
53746,multi,83.0000,52,0.050000,1
53747,multi,-436.0000,350,0.050000,0
53748,multi,-13.0000,91,0.050000,1
53749,multi,77.0000,39,0.050000,1
53750,multi,115.0000,20,0.050000,1
53751,multi,117.0000,18,0.050000,1
53752,multi,117.0000,18,0.050000,1
53753,multi,117.0000,18,0.050000,1
53754,multi,97.0000,19,0.050000,1
53755,multi,117.0000,18,0.050000,1
53756,multi,93.0000,23,0.050000,1
53757,multi,117.0000,18,0.050000,1
53758,multi,117.0000,18,0.050000,1
53759,multi,113.0000,22,0.050000,1
53760,multi,117.0000,18,0.050000,1
53761,multi,117.0000,18,0.050000,1
53762,multi,115.0000,20,0.050000,1
53763,multi,115.0000,20,0.050000,1
53764,multi,97.0000,19,0.050000,1
53765,multi,117.0000,18,0.050000,1
53766,multi,115.0000,20,0.050000,1
53767,multi,95.0000,21,0.050000,1
53768,multi,97.0000,19,0.050000,1
53769,multi,95.0000,21,0.050000,1
53770,multi,117.0000,18,0.050000,1
53771,multi,117.0000,18,0.050000,1
53772,multi,117.0000,18,0.050000,1
53773,multi,117.0000,18,0.050000,1
53774,multi,111.0000,24,0.050000,1
53775,multi,115.0000,20,0.050000,1
53776,multi,113.0000,22,0.050000,1
53777,multi,117.0000,18,0.050000,1
53778,multi,97.0000,19,0.050000,1
53779,multi,97.0000,19,0.050000,1
53780,multi,95.0000,21,0.050000,1
53781,multi,115.0000,20,0.050000,1
53782,multi,115.0000,20,0.050000,1
53783,multi,117.0000,18,0.050000,1
53784,multi,117.0000,18,0.050000,1
53785,multi,117.0000,18,0.050000,1
53786,multi,117.0000,18,0.050000,1
53787,multi,117.0000,18,0.050000,1
53788,multi,117.0000,18,0.050000,1
53789,multi,95.0000,21,0.050000,1
53790,multi,117.0000,18,0.050000,1
53791,multi,-169.0000,266,0.050000,1
53792,multi,117.0000,18,0.050000,1
53793,multi,91.0000,44,0.050000,1
53794,multi,97.0000,38,0.050000,1
53795,multi,89.0000,27,0.050000,1
53796,multi,-133.0000,211,0.050000,1
53797,multi,93.0000,42,0.050000,1
53798,multi,39.0000,77,0.050000,1
53799,multi,-217.0000,162,0.050000,1
53800,multi,15.0000,120,0.050000,1
53801,multi,-203.0000,243,0.050000,1
53802,multi,-79.0000,138,0.050000,1
53803,multi,117.0000,18,0.050000,1
53804,multi,115.0000,20,0.050000,1
53805,multi,117.0000,18,0.050000,1
53806,multi,-77.0000,212,0.050000,1
53807,multi,-444.0000,350,0.050000,0
53808,multi,97.0000,19,0.050000,1
53809,multi,117.0000,18,0.050000,1
53810,multi,115.0000,20,0.050000,1
53811,multi,71.0000,64,0.050000,1
53812,multi,65.0000,51,0.050000,1
53813,multi,-31.0000,147,0.050000,1
53814,multi,97.0000,19,0.050000,1
53815,multi,91.0000,44,0.050000,1
53816,multi,117.0000,18,0.050000,1
53817,multi,-159.0000,256,0.050000,1
53818,multi,-223.0000,339,0.050000,1
53819,multi,-85.0000,182,0.050000,1
53820,multi,97.0000,19,0.050000,1
53821,multi,77.0000,20,0.050000,1
53822,multi,99.0000,36,0.050000,1
53823,multi,115.0000,20,0.050000,1
53824,multi,77.0000,20,0.050000,1
53825,multi,59.0000,57,0.050000,1
53826,multi,115.0000,20,0.050000,1
53827,multi,91.0000,44,0.050000,1
53828,multi,103.0000,32,0.050000,1
53829,multi,113.0000,22,0.050000,1
53830,multi,-237.0000,315,0.050000,1
53831,multi,117.0000,18,0.050000,1
53832,multi,117.0000,18,0.050000,1
53833,multi,-25.0000,122,0.050000,1
53834,multi,113.0000,22,0.050000,1
53835,multi,115.0000,20,0.050000,1
53836,multi,113.0000,22,0.050000,1
53837,multi,77.0000,58,0.050000,1
53838,multi,111.0000,24,0.050000,1
53839,multi,115.0000,20,0.050000,1
53840,multi,95.0000,40,0.050000,1
53841,multi,115.0000,20,0.050000,1
53842,multi,-191.0000,250,0.050000,1
53843,multi,105.0000,30,0.050000,1
53844,multi,113.0000,22,0.050000,1
53845,multi,3.0000,94,0.050000,1
53846,multi,-55.0000,171,0.050000,1
53847,multi,71.0000,45,0.050000,1
53848,multi,117.0000,18,0.050000,1
53849,multi,-393.0000,350,0.050000,0
53850,multi,95.0000,40,0.050000,1
53851,multi,95.0000,40,0.050000,1
53852,multi,91.0000,44,0.050000,1
53853,multi,95.0000,40,0.050000,1
53854,multi,61.0000,55,0.050000,1
53855,multi,117.0000,18,0.050000,1
53856,multi,117.0000,18,0.050000,1
53857,multi,117.0000,18,0.050000,1
53858,multi,115.0000,20,0.050000,1
53859,multi,117.0000,18,0.050000,1
53860,multi,71.0000,64,0.050000,1
53861,multi,-377.0000,350,0.050000,0
53862,multi,115.0000,20,0.050000,1
53863,multi,115.0000,20,0.050000,1
53864,multi,117.0000,18,0.050000,1
53865,multi,117.0000,18,0.050000,1
53866,multi,117.0000,18,0.050000,1
53867,multi,-9.0000,87,0.050000,1
53868,multi,117.0000,18,0.050000,1
53869,multi,117.0000,18,0.050000,1
53870,multi,117.0000,18,0.050000,1
53871,multi,117.0000,18,0.050000,1
53872,multi,87.0000,29,0.050000,1
53873,multi,67.0000,49,0.050000,1
53874,multi,113.0000,22,0.050000,1
53875,multi,117.0000,18,0.050000,1
53876,multi,95.0000,21,0.050000,1
53877,multi,-75.0000,153,0.050000,1
53878,multi,117.0000,18,0.050000,1
53879,multi,91.0000,44,0.050000,1
53880,multi,-322.0000,350,0.050000,0
53881,multi,107.0000,28,0.050000,1
53882,multi,117.0000,18,0.050000,1
53883,multi,95.0000,40,0.050000,1
53884,multi,-494.0000,350,0.050000,0
53885,multi,117.0000,18,0.050000,1
53886,multi,113.0000,22,0.050000,1
53887,multi,107.0000,28,0.050000,1
53888,multi,115.0000,20,0.050000,1
53889,multi,115.0000,20,0.050000,1
53890,multi,61.0000,36,0.050000,1
53891,multi,83.0000,33,0.050000,1
53892,multi,117.0000,18,0.050000,1
53893,multi,117.0000,18,0.050000,1
53894,multi,117.0000,18,0.050000,1
53895,multi,117.0000,18,0.050000,1
53896,multi,91.0000,44,0.050000,1
53897,multi,113.0000,22,0.050000,1
53898,multi,115.0000,20,0.050000,1
53899,multi,35.0000,81,0.050000,1
53900,multi,115.0000,20,0.050000,1
53901,multi,109.0000,26,0.050000,1
53902,multi,113.0000,22,0.050000,1
53903,multi,111.0000,24,0.050000,1
53904,multi,117.0000,18,0.050000,1
53905,multi,117.0000,18,0.050000,1
53906,multi,-13.0000,110,0.050000,1
53907,multi,-113.0000,191,0.050000,1
53908,multi,97.0000,19,0.050000,1
53909,multi,95.0000,40,0.050000,1
53910,multi,-440.0000,350,0.050000,0
53911,multi,-41.0000,157,0.050000,1
53912,multi,117.0000,18,0.050000,1
53913,multi,117.0000,18,0.050000,1
53914,multi,-87.0000,222,0.050000,1
53915,multi,-381.0000,350,0.050000,0
53916,multi,115.0000,20,0.050000,1
53917,multi,-478.0000,350,0.050000,0
53918,multi,63.0000,53,0.050000,1
53919,multi,117.0000,18,0.050000,1
53920,multi,95.0000,40,0.050000,1
53921,multi,-453.0000,350,0.050000,0
53922,multi,75.0000,60,0.050000,1
53923,multi,93.0000,23,0.050000,1
53924,multi,117.0000,18,0.050000,1
53925,multi,-11.0000,127,0.050000,1
53926,multi,117.0000,18,0.050000,1
53927,multi,91.0000,25,0.050000,1
53928,multi,45.0000,71,0.050000,1
53929,multi,95.0000,21,0.050000,1
53930,multi,-153.0000,231,0.050000,1
53931,multi,117.0000,18,0.050000,1
53932,multi,115.0000,20,0.050000,1
53933,multi,101.0000,34,0.050000,1
53934,multi,115.0000,20,0.050000,1
53935,multi,117.0000,18,0.050000,1
53936,multi,-427.0000,350,0.050000,0
53937,multi,95.0000,21,0.050000,1
53938,multi,117.0000,18,0.050000,1
53939,multi,-444.0000,350,0.050000,0
53940,multi,115.0000,20,0.050000,1
53941,multi,-61.0000,177,0.050000,1
53942,multi,-419.0000,350,0.050000,0
53943,multi,53.0000,63,0.050000,1
53944,multi,117.0000,18,0.050000,1
53945,multi,115.0000,20,0.050000,1
53946,multi,111.0000,24,0.050000,1
53947,multi,117.0000,18,0.050000,1
53948,multi,101.0000,34,0.050000,1
53949,multi,115.0000,20,0.050000,1
53950,multi,115.0000,20,0.050000,1
53951,multi,115.0000,20,0.050000,1
53952,multi,113.0000,22,0.050000,1
53953,multi,117.0000,18,0.050000,1
53954,multi,19.0000,116,0.050000,1
53955,multi,91.0000,44,0.050000,1
53956,multi,-99.0000,177,0.050000,1
53957,multi,115.0000,20,0.050000,1
53958,multi,33.0000,83,0.050000,1
53959,multi,101.0000,34,0.050000,1
53960,multi,61.0000,55,0.050000,1
53961,multi,111.0000,24,0.050000,1
53962,multi,113.0000,22,0.050000,1
53963,multi,115.0000,20,0.050000,1
53964,multi,75.0000,41,0.050000,1
53965,multi,113.0000,22,0.050000,1
53966,multi,-149.0000,227,0.050000,1
53967,multi,89.0000,46,0.050000,1
53968,multi,117.0000,18,0.050000,1
53969,multi,7.0000,90,0.050000,1
53970,multi,113.0000,22,0.050000,1
53971,multi,-201.0000,279,0.050000,1
53972,multi,115.0000,20,0.050000,1
53973,multi,45.0000,71,0.050000,1
53974,multi,-63.0000,122,0.050000,1
53975,multi,-368.0000,350,0.050000,0
53976,multi,95.0000,40,0.050000,1
53977,multi,-49.0000,184,0.050000,1
53978,multi,115.0000,20,0.050000,1
53979,multi,117.0000,18,0.050000,1
53980,multi,37.0000,98,0.050000,1
53981,multi,89.0000,46,0.050000,1
53982,multi,105.0000,30,0.050000,1
53983,multi,113.0000,22,0.050000,1
53984,multi,117.0000,18,0.050000,1
53985,multi,109.0000,26,0.050000,1
53986,multi,105.0000,30,0.050000,1
53987,multi,91.0000,25,0.050000,1
53988,multi,81.0000,54,0.050000,1
53989,multi,-209.0000,306,0.050000,1
53990,multi,-406.0000,350,0.050000,0
53991,multi,95.0000,21,0.050000,1
53992,multi,-255.0000,295,0.050000,1
53993,multi,101.0000,34,0.050000,1
53994,multi,79.0000,37,0.050000,1
53995,multi,-423.0000,350,0.050000,0
53996,multi,89.0000,46,0.050000,1
53997,multi,113.0000,22,0.050000,1
53998,multi,109.0000,26,0.050000,1
53999,multi,85.0000,50,0.050000,1
54000,multi,117.0000,18,0.050000,1
54001,multi,95.0000,21,0.050000,1
54002,multi,117.0000,18,0.050000,1
54003,multi,115.0000,20,0.050000,1
54004,multi,117.0000,18,0.050000,1
54005,multi,97.0000,19,0.050000,1
54006,multi,117.0000,18,0.050000,1
54007,multi,117.0000,18,0.050000,1
54008,multi,115.0000,20,0.050000,1
54009,multi,115.0000,20,0.050000,1
54010,multi,115.0000,20,0.050000,1
54011,multi,-281.0000,321,0.050000,1
54012,multi,117.0000,18,0.050000,1
54013,multi,115.0000,20,0.050000,1
54014,multi,117.0000,18,0.050000,1
54015,multi,117.0000,18,0.050000,1
54016,multi,117.0000,18,0.050000,1
54017,multi,97.0000,19,0.050000,1
54018,multi,97.0000,19,0.050000,1
54019,multi,97.0000,19,0.050000,1
54020,multi,115.0000,20,0.050000,1
54021,multi,117.0000,18,0.050000,1
54022,multi,117.0000,18,0.050000,1
54023,multi,117.0000,18,0.050000,1
54024,multi,117.0000,18,0.050000,1
54025,multi,117.0000,18,0.050000,1
54026,multi,115.0000,20,0.050000,1
54027,multi,97.0000,19,0.050000,1
54028,multi,97.0000,19,0.050000,1
54029,multi,117.0000,18,0.050000,1
54030,multi,115.0000,20,0.050000,1
54031,multi,115.0000,20,0.050000,1
54032,multi,115.0000,20,0.050000,1
54033,multi,117.0000,18,0.050000,1
54034,multi,117.0000,18,0.050000,1
54035,multi,115.0000,20,0.050000,1
54036,multi,117.0000,18,0.050000,1
54037,multi,117.0000,18,0.050000,1
54038,multi,97.0000,19,0.050000,1
54039,multi,117.0000,18,0.050000,1
54040,multi,115.0000,20,0.050000,1
54041,multi,117.0000,18,0.050000,1
54042,multi,-265.0000,286,0.050000,1
54043,multi,-29.0000,145,0.050000,1
54044,multi,113.0000,22,0.050000,1
54045,multi,117.0000,18,0.050000,1
54046,multi,117.0000,18,0.050000,1
54047,multi,117.0000,18,0.050000,1
54048,multi,117.0000,18,0.050000,1
54049,multi,117.0000,18,0.050000,1
54050,multi,93.0000,42,0.050000,1
54051,multi,85.0000,31,0.050000,1
54052,multi,97.0000,38,0.050000,1
54053,multi,117.0000,18,0.050000,1
54054,multi,-389.0000,350,0.050000,0
54055,multi,113.0000,22,0.050000,1
54056,multi,111.0000,24,0.050000,1
54057,multi,117.0000,18,0.050000,1
54058,multi,117.0000,18,0.050000,1
54059,multi,113.0000,22,0.050000,1
54060,multi,117.0000,18,0.050000,1
54061,multi,15.0000,101,0.050000,1
54062,multi,113.0000,22,0.050000,1
54063,multi,111.0000,24,0.050000,1
54064,multi,115.0000,20,0.050000,1
54065,multi,117.0000,18,0.050000,1
54066,multi,-63.0000,122,0.050000,1
54067,multi,81.0000,54,0.050000,1
54068,multi,35.0000,62,0.050000,1
54069,multi,117.0000,18,0.050000,1
54070,multi,115.0000,20,0.050000,1
54071,multi,117.0000,18,0.050000,1
54072,multi,105.0000,30,0.050000,1
54073,multi,117.0000,18,0.050000,1
54074,multi,115.0000,20,0.050000,1
54075,multi,113.0000,22,0.050000,1
54076,multi,117.0000,18,0.050000,1
54077,multi,-333.0000,297,0.050000,1
54078,multi,-385.0000,350,0.050000,0
54079,multi,117.0000,18,0.050000,1
54080,multi,43.0000,73,0.050000,1
54081,multi,-381.0000,350,0.050000,0
54082,multi,35.0000,100,0.050000,1
54083,multi,117.0000,18,0.050000,1
54084,multi,107.0000,28,0.050000,1
54085,multi,117.0000,18,0.050000,1
54086,multi,87.0000,48,0.050000,1
54087,multi,105.0000,30,0.050000,1
54088,multi,95.0000,40,0.050000,1
54089,multi,109.0000,26,0.050000,1
54090,multi,-165.0000,262,0.050000,1
54091,multi,115.0000,20,0.050000,1
54092,multi,71.0000,45,0.050000,1
54093,multi,-419.0000,350,0.050000,0
54094,multi,-360.0000,350,0.050000,0
54095,multi,-465.0000,350,0.050000,0
54096,multi,115.0000,20,0.050000,1
54097,multi,113.0000,22,0.050000,1
54098,multi,117.0000,18,0.050000,1
54099,multi,79.0000,56,0.050000,1
54100,multi,113.0000,22,0.050000,1
54101,multi,-131.0000,247,0.050000,1
54102,multi,85.0000,50,0.050000,1
54103,multi,115.0000,20,0.050000,1
54104,multi,-269.0000,328,0.050000,1
54105,multi,113.0000,22,0.050000,1
54106,multi,-394.0000,350,0.050000,0
54107,multi,-111.0000,208,0.050000,1
54108,multi,103.0000,32,0.050000,1
54109,multi,113.0000,22,0.050000,1
54110,multi,37.0000,60,0.050000,1
54111,multi,25.0000,110,0.050000,1
54112,multi,117.0000,18,0.050000,1
54113,multi,111.0000,24,0.050000,1
54114,multi,115.0000,20,0.050000,1
54115,multi,117.0000,18,0.050000,1
54116,multi,115.0000,20,0.050000,1
54117,multi,33.0000,64,0.050000,1
54118,multi,103.0000,32,0.050000,1
54119,multi,117.0000,18,0.050000,1
54120,multi,-368.0000,350,0.050000,0
54121,multi,117.0000,18,0.050000,1
54122,multi,117.0000,18,0.050000,1
54123,multi,95.0000,21,0.050000,1
